audit_key,request_id,run_cycle,dashboard_scope,source_system,target_system,device_id,feeder_id,flow_start_ts,mdm_request_ts,mdm_response_ts,mdm_status,mdm_failure_category,mdm_http_code,transaction_id,nfms_request_ts,nfms_response_ts,nfms_status,nfms_http_code,retry_count,retry_threshold,deviated_flag,final_status,final_failure_source,final_message,time_taken_ms,created_ts,updated_ts
REQ-900168_MZ2000168,REQ-900168,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000168,FD1168,1773873047926,1773873048018,1773873048918,SUCCESS,NONE,200.0,PEDM_29042093,1773873048998.0,1773873049440.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1514,2026-03-18T22:30:47.926147+00:00,2026-03-18T22:30:49.440000+00:00
REQ-900169_MZ2000169,REQ-900169,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000169,FD1169,1773873728926,1773873728999,1773873730008,SUCCESS,NONE,200.0,PEDM_31127115,1773873730276.0,1773873730705.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1779,2026-03-18T22:42:08.926147+00:00,2026-03-18T22:42:10.705000+00:00
REQ-900170_MZ2000170,REQ-900170,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000170,FD1170,1773874247926,1773874248022,1773874248275,SUCCESS,NONE,200.0,PEDM_30881581,1773874248463.0,1773874248839.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,913,2026-03-18T22:50:47.926147+00:00,2026-03-18T22:50:48.839000+00:00
REQ-900171_MZ2000171,REQ-900171,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000171,FD1171,1773872891926,1773872891980,1773872892967,SUCCESS,NONE,200.0,PEDM_66910299,1773872893313.0,1773872893599.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1673,2026-03-18T22:28:11.926147+00:00,2026-03-18T22:28:13.599000+00:00
REQ-900172_MZ2000172,REQ-900172,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000172,FD1172,1773873239926,1773873240011,1773873240324,SUCCESS,NONE,200.0,PEDM_67702031,1773873240458.0,1773873240865.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,939,2026-03-18T22:33:59.926147+00:00,2026-03-18T22:34:00.865000+00:00
REQ-900173_MZ2000173,REQ-900173,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000173,FD1173,1773873937926,1773873938013,1773873938724,SUCCESS,NONE,200.0,PEDM_39597483,1773873939024.0,1773873939289.0,SUCCESS,200.0,1,3,False,SUCCESS,NONE,NONE,1363,2026-03-18T22:45:37.926147+00:00,2026-03-18T22:45:39.289000+00:00
REQ-900174_MZ2000174,REQ-900174,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000174,FD1174,1773873251926,1773873251963,1773873252566,SUCCESS,NONE,200.0,PEDM_54039837,1773873252687.0,1773873253001.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1075,2026-03-18T22:34:11.926147+00:00,2026-03-18T22:34:13.001000+00:00
REQ-900175_MZ2000175,REQ-900175,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000175,FD1175,1773873082926,1773873082962,1773873083820,FAILED,MDM_NOT_FOUND,404.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_404,894,2026-03-18T22:31:22.926147+00:00,2026-03-18T22:31:23.820000+00:00
REQ-900176_MZ2000176,REQ-900176,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000176,FD1176,1773874495926,1773874495991,1773874496218,SUCCESS,NONE,200.0,PEDM_15677713,1773874496502.0,1773874496797.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,871,2026-03-18T22:54:55.926147+00:00,2026-03-18T22:54:56.797000+00:00
REQ-900177_MZ2000177,REQ-900177,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000177,FD1177,1773873623926,1773873624019,1773873624978,SUCCESS,NONE,200.0,PEDM_64280720,1773873625269.0,1773873625374.0,FAILED,503.0,1,3,False,FAILED,NFMS,NFMS_HTTP_503,1448,2026-03-18T22:40:23.926147+00:00,2026-03-18T22:40:25.374000+00:00
REQ-900178_MZ2000178,REQ-900178,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000178,FD1178,1773873097926,1773873098025,1773873099047,SKIPPED,INACTIVE_FEEDER,,,,,NOT_TRIGGERED,,0,3,False,SKIPPED,SOURCE_FILTER,FeederConnectionStatus not C,1121,2026-03-18T22:31:37.926147+00:00,2026-03-18T22:31:39.047000+00:00
REQ-900179_MZ2000179,REQ-900179,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000179,FD1179,1773872923926,1773872923977,1773872924949,SUCCESS,NONE,200.0,PEDM_63747464,1773872925282.0,1773872925544.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1618,2026-03-18T22:28:43.926147+00:00,2026-03-18T22:28:45.544000+00:00
REQ-900180_MZ2000180,REQ-900180,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000180,FD1180,1773874727926,1773874727989,1773874728522,SUCCESS,MISSING_DATA,200.0,PEDM_32566390,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,Transformer failed due to missing or invalid MDM payload,675,2026-03-18T22:58:47.926147+00:00,2026-03-18T22:58:48.601000+00:00
REQ-900181_MZ2000181,REQ-900181,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000181,FD1181,1773872931926,1773872932013,1773872933137,SUCCESS,NONE,200.0,PEDM_56892354,1773872933422.0,1773872933901.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1975,2026-03-18T22:28:51.926147+00:00,2026-03-18T22:28:53.901000+00:00
REQ-900182_MZ2000182,REQ-900182,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000182,FD1182,1773873117926,1773873117976,1773873118266,SUCCESS,NONE,200.0,PEDM_44355473,1773873118438.0,1773873119304.0,SUCCESS,200.0,3,3,False,SUCCESS,NONE,NONE,1378,2026-03-18T22:31:57.926147+00:00,2026-03-18T22:31:59.304000+00:00
REQ-900183_MZ2000183,REQ-900183,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000183,FD1183,1773872939926,1773872939968,1773872941059,FAILED,MDM_NOT_FOUND,404.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_404,1133,2026-03-18T22:28:59.926147+00:00,2026-03-18T22:29:01.059000+00:00
REQ-900184_MZ2000184,REQ-900184,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000184,FD1184,1773874047926,1773874048018,1773874048759,FAILED,MDM_NOT_FOUND,404.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_404,833,2026-03-18T22:47:27.926147+00:00,2026-03-18T22:47:28.759000+00:00
REQ-900185_MZ2000185,REQ-900185,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000185,FD1185,1773872947926,1773872948006,1773872948991,SUCCESS,NONE,200.0,PEDM_50643870,1773872949228.0,1773872949316.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1390,2026-03-18T22:29:07.926147+00:00,2026-03-18T22:29:09.316000+00:00
REQ-900186_MZ2000186,REQ-900186,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000186,FD1186,1773872951926,1773872951985,1773872953010,SUCCESS,NONE,200.0,PEDM_15047559,1773872953122.0,1773872953607.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1681,2026-03-18T22:29:11.926147+00:00,2026-03-18T22:29:13.607000+00:00
REQ-900187_MZ2000187,REQ-900187,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000187,FD1187,1773874638926,1773874638957,1773874640075,SUCCESS,NONE,200.0,PEDM_72104107,1773874640467.0,1773874640932.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,2006,2026-03-18T22:57:18.926147+00:00,2026-03-18T22:57:20.932000+00:00
REQ-900188_MZ2000188,REQ-900188,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000188,FD1188,1773872771926,1773872772003,1773872772468,FAILED,MDM_NOT_FOUND,404.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_404,542,2026-03-18T22:26:11.926147+00:00,2026-03-18T22:26:12.468000+00:00
REQ-900189_MZ2000189,REQ-900189,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000189,FD1189,1773873152926,1773873152953,1773873153955,SUCCESS,NONE,200.0,PEDM_56095437,1773873154090.0,1773873154480.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1554,2026-03-18T22:32:32.926147+00:00,2026-03-18T22:32:34.480000+00:00
REQ-900190_MZ2000190,REQ-900190,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000190,FD1190,1773873347926,1773873348002,1773873348981,SUCCESS,NONE,200.0,PEDM_80162053,1773873349145.0,1773873349395.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1469,2026-03-18T22:35:47.926147+00:00,2026-03-18T22:35:49.395000+00:00
REQ-900191_MZ2000191,REQ-900191,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000191,FD1191,1773873926926,1773873926998,1773873927770,SUCCESS,NONE,200.0,PEDM_90246882,1773873927906.0,1773873928254.0,FAILED,502.0,3,3,False,FAILED,NFMS,NFMS_HTTP_502,1328,2026-03-18T22:45:26.926147+00:00,2026-03-18T22:45:28.254000+00:00
REQ-900192_MZ2000192,REQ-900192,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000192,FD1192,1773874319926,1773874319995,1773874320656,SUCCESS,NONE,200.0,PEDM_98122539,1773874321079.0,1773874321215.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1289,2026-03-18T22:51:59.926147+00:00,2026-03-18T22:52:01.215000+00:00
REQ-900193_MZ2000193,REQ-900193,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000193,FD1193,1773874523926,1773874523964,1773874524760,SUCCESS,NONE,200.0,PEDM_98054173,1773874525028.0,1773874525392.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1466,2026-03-18T22:55:23.926147+00:00,2026-03-18T22:55:25.392000+00:00
REQ-900194_MZ2000194,REQ-900194,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000194,FD1194,1773872983926,1773872983985,1773872984836,FAILED,MDM_NOT_FOUND,404.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_404,910,2026-03-18T22:29:43.926147+00:00,2026-03-18T22:29:44.836000+00:00
REQ-900195_MZ2000195,REQ-900195,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000195,FD1195,1773874742926,1773874743013,1773874743284,FAILED,MDM_HTTP_FAILURE,500.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_500,358,2026-03-18T22:59:02.926147+00:00,2026-03-18T22:59:03.284000+00:00
REQ-900196_MZ2000196,REQ-900196,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000196,FD1196,1773872795926,1773872795992,1773872796704,SUCCESS,NONE,200.0,PEDM_38748452,1773872796998.0,1773872797450.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1524,2026-03-18T22:26:35.926147+00:00,2026-03-18T22:26:37.450000+00:00
REQ-900197_MZ2000197,REQ-900197,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000197,FD1197,1773873389926,1773873389963,1773873390360,SUCCESS,NONE,200.0,PEDM_49700543,1773873390503.0,1773873390957.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1031,2026-03-18T22:36:29.926147+00:00,2026-03-18T22:36:30.957000+00:00
REQ-900198_MZ2000198,REQ-900198,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000198,FD1198,1773874979926,1773874980013,1773874980170,SUCCESS,NONE,200.0,PEDM_55199748,1773874980335.0,1773874980587.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,661,2026-03-18T23:02:59.926147+00:00,2026-03-18T23:03:00.587000+00:00
REQ-900199_MZ2000199,REQ-900199,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000199,FD1199,1773873202926,1773873203025,1773873203444,SUCCESS,NONE,200.0,PEDM_68743530,1773873203552.0,1773873203798.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,872,2026-03-18T22:33:22.926147+00:00,2026-03-18T22:33:23.798000+00:00
REQ-900200_MZ2000200,REQ-900200,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000200,FD1200,1773873407926,1773873408002,1773873408665,SUCCESS,NONE,200.0,PEDM_70254091,1773873408878.0,1773873409531.0,SUCCESS,200.0,1,3,False,SUCCESS,NONE,NONE,1605,2026-03-18T22:36:47.926147+00:00,2026-03-18T22:36:49.531000+00:00
REQ-900201_MZ2000201,REQ-900201,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000201,FD1201,1773873413926,1773873413993,1773873414975,FAILED,MDM_HTTP_FAILURE,500.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_500,1049,2026-03-18T22:36:53.926147+00:00,2026-03-18T22:36:54.975000+00:00
REQ-900202_MZ2000202,REQ-900202,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000202,FD1202,1773874025926,1773874025966,1773874026454,SUCCESS,NONE,200.0,PEDM_28575536,1773874026645.0,1773874027033.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1107,2026-03-18T22:47:05.926147+00:00,2026-03-18T22:47:07.033000+00:00
REQ-900203_MZ2000203,REQ-900203,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000203,FD1203,1773873831926,1773873832016,1773873832306,SUCCESS,NONE,200.0,PEDM_79244185,1773873832447.0,1773873832549.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,623,2026-03-18T22:43:51.926147+00:00,2026-03-18T22:43:52.549000+00:00
REQ-900204_MZ2000204,REQ-900204,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000204,FD1204,1773873635926,1773873636003,1773873637134,FAILED,MDM_NOT_FOUND,404.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_404,1208,2026-03-18T22:40:35.926147+00:00,2026-03-18T22:40:37.134000+00:00
REQ-900205_MZ2000205,REQ-900205,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000205,FD1205,1773873437926,1773873438003,1773873438798,SUCCESS,NONE,200.0,PEDM_65686520,1773873438910.0,1773873439227.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1301,2026-03-18T22:37:17.926147+00:00,2026-03-18T22:37:19.227000+00:00
REQ-900206_MZ2000206,REQ-900206,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000206,FD1206,1773874061926,1773874061956,1773874062803,SUCCESS,NONE,200.0,PEDM_13783268,1773874063085.0,1773874063195.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1269,2026-03-18T22:47:41.926147+00:00,2026-03-18T22:47:43.195000+00:00
REQ-900207_MZ2000207,REQ-900207,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000207,FD1207,1773874898926,1773874898988,1773874899367,SUCCESS,MISSING_DATA,200.0,PEDM_15140967,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,Transformer failed due to missing or invalid MDM payload,627,2026-03-18T23:01:38.926147+00:00,2026-03-18T23:01:39.553000+00:00
REQ-900208_MZ2000208,REQ-900208,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000208,FD1208,1773874287926,1773874287963,1773874289003,SUCCESS,NONE,200.0,PEDM_92590645,1773874289122.0,1773874289287.0,FAILED,400.0,1,3,False,FAILED,NFMS,NFMS_HTTP_400,1361,2026-03-18T22:51:27.926147+00:00,2026-03-18T22:51:29.287000+00:00
REQ-900209_MZ2000209,REQ-900209,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000209,FD1209,1773873252926,1773873253016,1773873254176,SUCCESS,NONE,200.0,PEDM_24923247,1773873254398.0,1773873254612.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1686,2026-03-18T22:34:12.926147+00:00,2026-03-18T22:34:14.612000+00:00
REQ-900210_MZ2000210,REQ-900210,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000210,FD1210,1773873467926,1773873467999,1773873469015,SUCCESS,NONE,200.0,PEDM_24879094,1773873469368.0,1773873469702.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1776,2026-03-18T22:37:47.926147+00:00,2026-03-18T22:37:49.702000+00:00
REQ-900211_MZ2000211,REQ-900211,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000211,FD1211,1773874528926,1773874529019,1773874529594,SUCCESS,NONE,200.0,PEDM_29270557,1773874529830.0,1773874529890.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,964,2026-03-18T22:55:28.926147+00:00,2026-03-18T22:55:29.890000+00:00
REQ-900212_MZ2000212,REQ-900212,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000212,FD1212,1773873479926,1773873480019,1773873480952,SUCCESS,NONE,200.0,PEDM_99170406,1773873481088.0,1773873481651.0,SUCCESS,200.0,2,3,False,SUCCESS,NONE,NONE,1725,2026-03-18T22:37:59.926147+00:00,2026-03-18T22:38:01.651000+00:00
REQ-900213_MZ2000213,REQ-900213,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000213,FD1213,1773875402926,1773875403010,1773875403131,SUCCESS,NONE,200.0,PEDM_73100462,1773875403253.0,1773875403511.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,585,2026-03-18T23:10:02.926147+00:00,2026-03-18T23:10:03.511000+00:00
REQ-900214_MZ2000214,REQ-900214,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000214,FD1214,1773873705926,1773873705948,1773873706759,SUCCESS,NONE,200.0,PEDM_56278607,1773873706988.0,1773873708668.0,FAILED,504.0,6,3,True,FAILED,NFMS,Retry threshold exceeded,2742,2026-03-18T22:41:45.926147+00:00,2026-03-18T22:41:48.668000+00:00
REQ-900215_MZ2000215,REQ-900215,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000215,FD1215,1773874787926,1773874787988,1773874788341,SUCCESS,NONE,200.0,PEDM_57284777,1773874788701.0,1773874789177.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1251,2026-03-18T22:59:47.926147+00:00,2026-03-18T22:59:49.177000+00:00
REQ-900216_MZ2000216,REQ-900216,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000216,FD1216,1773875447926,1773875448005,1773875449065,SUCCESS,NONE,200.0,PEDM_34464938,1773875449198.0,1773875449927.0,SUCCESS,200.0,3,3,False,SUCCESS,NONE,NONE,2001,2026-03-18T23:10:47.926147+00:00,2026-03-18T23:10:49.927000+00:00
REQ-900217_MZ2000217,REQ-900217,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000217,FD1217,1773872858926,1773872858971,1773872859136,SUCCESS,NONE,200.0,PEDM_51617680,1773872859484.0,1773872859961.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1035,2026-03-18T22:27:38.926147+00:00,2026-03-18T22:27:39.961000+00:00
REQ-900218_MZ2000218,REQ-900218,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000218,FD1218,1773873733926,1773873733950,1773873734421,SUCCESS,NONE,200.0,PEDM_57912262,1773873734560.0,1773873734955.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1029,2026-03-18T22:42:13.926147+00:00,2026-03-18T22:42:14.955000+00:00
REQ-900219_MZ2000219,REQ-900219,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000219,FD1219,1773873083926,1773873083993,1773873084967,SUCCESS,NONE,200.0,PEDM_69020451,1773873085245.0,1773873085400.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1474,2026-03-18T22:31:23.926147+00:00,2026-03-18T22:31:25.400000+00:00
REQ-900220_MZ2000220,REQ-900220,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000220,FD1220,1773874407926,1773874407993,1773874409136,SUCCESS,NONE,200.0,PEDM_21087928,1773874409418.0,1773874409698.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1772,2026-03-18T22:53:27.926147+00:00,2026-03-18T22:53:29.698000+00:00
REQ-900221_MZ2000221,REQ-900221,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000221,FD1221,1773873312926,1773873313015,1773873313696,SUCCESS,NONE,200.0,PEDM_23770458,1773873313816.0,1773873314557.0,SUCCESS,200.0,3,3,False,SUCCESS,NONE,NONE,1631,2026-03-18T22:35:12.926147+00:00,2026-03-18T22:35:14.557000+00:00
REQ-900222_MZ2000222,REQ-900222,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000222,FD1222,1773875315926,1773875316000,1773875316421,SUCCESS,NONE,200.0,PEDM_69580374,1773875316688.0,1773875316769.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,843,2026-03-18T23:08:35.926147+00:00,2026-03-18T23:08:36.769000+00:00
REQ-900223_MZ2000223,REQ-900223,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000223,FD1223,1773873991926,1773873992024,1773873992994,FAILED,MDM_NOT_FOUND,404.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_404,1068,2026-03-18T22:46:31.926147+00:00,2026-03-18T22:46:32.994000+00:00
REQ-900224_MZ2000224,REQ-900224,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000224,FD1224,1773872879926,1773872879955,1773872880866,SUCCESS,NONE,200.0,PEDM_78865239,1773872881067.0,1773872881691.0,FAILED,504.0,4,3,True,FAILED,NFMS,Retry threshold exceeded,1765,2026-03-18T22:27:59.926147+00:00,2026-03-18T22:28:01.691000+00:00
REQ-900225_MZ2000225,REQ-900225,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000225,FD1225,1773875132926,1773875133002,1773875133153,SUCCESS,MISSING_DATA,200.0,PEDM_19023909,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,Transformer failed due to missing or invalid MDM payload,387,2026-03-18T23:05:32.926147+00:00,2026-03-18T23:05:33.313000+00:00
REQ-900226_MZ2000226,REQ-900226,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000226,FD1226,1773874015926,1773874015992,1773874016856,FAILED,MDM_NOT_FOUND,404.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_404,930,2026-03-18T22:46:55.926147+00:00,2026-03-18T22:46:56.856000+00:00
REQ-900227_MZ2000227,REQ-900227,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000227,FD1227,1773875158926,1773875159003,1773875159842,SUCCESS,NONE,200.0,PEDM_69584522,1773875159977.0,1773875160459.0,SUCCESS,200.0,1,3,False,SUCCESS,NONE,NONE,1533,2026-03-18T23:05:58.926147+00:00,2026-03-18T23:06:00.459000+00:00
REQ-900228_MZ2000228,REQ-900228,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000228,FD1228,1773875171926,1773875171981,1773875172572,SUCCESS,NONE,200.0,PEDM_13478029,1773875172758.0,1773875173083.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1157,2026-03-18T23:06:11.926147+00:00,2026-03-18T23:06:13.083000+00:00
REQ-900229_MZ2000229,REQ-900229,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000229,FD1229,1773874726926,1773874726961,1773874727577,SUCCESS,NONE,200.0,PEDM_69897763,1773874727785.0,1773874727991.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1065,2026-03-18T22:58:46.926147+00:00,2026-03-18T22:58:47.991000+00:00
REQ-900230_MZ2000230,REQ-900230,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000230,FD1230,1773874507926,1773874507971,1773874508302,SUCCESS,NONE,200.0,PEDM_19939096,1773874508604.0,1773874509347.0,SUCCESS,200.0,3,3,False,SUCCESS,NONE,NONE,1421,2026-03-18T22:55:07.926147+00:00,2026-03-18T22:55:09.347000+00:00
REQ-900231_MZ2000231,REQ-900231,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000231,FD1231,1773874055926,1773874055990,1773874056202,FAILED,MDM_HTTP_FAILURE,403.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_403,276,2026-03-18T22:47:35.926147+00:00,2026-03-18T22:47:36.202000+00:00
REQ-900232_MZ2000232,REQ-900232,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000232,FD1232,1773873367926,1773873367968,1773873368788,SUCCESS,NONE,200.0,PEDM_40097200,1773873368922.0,1773873369148.0,FAILED,408.0,1,3,False,FAILED,NFMS,NFMS_HTTP_408,1222,2026-03-18T22:36:07.926147+00:00,2026-03-18T22:36:09.148000+00:00
REQ-900233_MZ2000233,REQ-900233,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000233,FD1233,1773874770926,1773874771019,1773874771854,SUCCESS,NONE,200.0,PEDM_84040798,1773874772019.0,1773874772123.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1197,2026-03-18T22:59:30.926147+00:00,2026-03-18T22:59:32.123000+00:00
REQ-900234_MZ2000234,REQ-900234,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000234,FD1234,1773874313926,1773874314007,1773874315163,SUCCESS,NONE,200.0,PEDM_64953237,1773874315521.0,1773874315645.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1719,2026-03-18T22:51:53.926147+00:00,2026-03-18T22:51:55.645000+00:00
REQ-900235_MZ2000235,REQ-900235,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000235,FD1235,1773875262926,1773875262955,1773875263956,SUCCESS,NONE,200.0,PEDM_79438885,1773875264200.0,1773875265898.0,FAILED,504.0,6,3,True,FAILED,NFMS,Retry threshold exceeded,2972,2026-03-18T23:07:42.926147+00:00,2026-03-18T23:07:45.898000+00:00
REQ-900236_MZ2000236,REQ-900236,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000236,FD1236,1773875747926,1773875747962,1773875748928,SUCCESS,NONE,200.0,PEDM_17437386,1773875749084.0,1773875749405.0,SUCCESS,200.0,1,3,False,SUCCESS,NONE,NONE,1479,2026-03-18T23:15:47.926147+00:00,2026-03-18T23:15:49.405000+00:00
REQ-900237_MZ2000237,REQ-900237,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000237,FD1237,1773875525926,1773875525974,1773875526762,SUCCESS,NONE,200.0,PEDM_48124318,1773875526878.0,1773875527038.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1112,2026-03-18T23:12:05.926147+00:00,2026-03-18T23:12:07.038000+00:00
REQ-900238_MZ2000238,REQ-900238,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000238,FD1238,1773874825926,1773874825981,1773874826317,SUCCESS,NONE,200.0,PEDM_50644430,1773874826655.0,1773874827447.0,SUCCESS,200.0,3,3,False,SUCCESS,NONE,NONE,1521,2026-03-18T23:00:25.926147+00:00,2026-03-18T23:00:27.447000+00:00
